asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B0051QUOO0,,5,Very good staples. Very strong.,"11 29, 2014",A2J22CKR0RS9I5,LEE,{'Size Name:': ' 1 Pack'},Good stuff.,1417219200,True,,Industrial_and_Scientific
B00EUKHACW,,5,Wife loves this,"02 24, 2016",A31MLOALFFMOMO,Robert B. Vogt,{'Size:': ' HV302'},Great vacuum,1456272000,True,2,Industrial_and_Scientific
B006SJDKBS,,2,"the v blocks are great, but the clamps broke upon first use, they cast and don't hold up well.  I am going to machine some out of mild steel.","05 1, 2015",A12BKMHUXCJ4WL,teslapiper,,Clamps will break.,1430438400,True,,Industrial_and_Scientific
B01140EHFI,,5,Best ca that I have ever used. Been busy building for 30+ years.,"10 27, 2017",ABCC3248G75RY,Johny Octane,,Best ca ever,1509062400,True,,Industrial_and_Scientific
B0000223UV,,4,Works,"08 17, 2017",A3MIO55MHZ60AY,Michael Rewkowski,{'Size:': ' 1 - Pack'},Four Stars,1502928000,True,,Industrial_and_Scientific
B00I53B2TC,,5,"We purchased this magnetic wire for our grandson, who made an electromagnet for his 4th grade science project. The wire is just the right thickness for this project, and the red coating was easy to scrape off the ends with a teflon scrubby pad from our kitchen sink. He wrapped a 10"" nail with wire 4 times, and then did another 10"" nail wrapped 8 times, and we have a lot of wire left over. High quality wire and it's hard to find magnetic wire. Thanks, Amazon!","12 17, 2017",AY92UHUUUXR37,Never Too Old To Learn,,nice quality magnetic wire,1513468800,True,,Industrial_and_Scientific
B00JEBNLHK,,5,Good replacements,"03 27, 2018",AHT6REY7TMPJI,Tom243,,Good replacements,1522108800,True,,Industrial_and_Scientific
B016WK9Y3A,,5,satisfactory,"09 9, 2016",AKSJS2K5LAY5U,Abdul Chughtai Scientist,,Five Stars,1473379200,True,,Industrial_and_Scientific
B00D5WE1HS,,5,"Great product, never had any problem with any application I have used these screws on.","12 1, 2015",AWK8YLF7C7UN8,Demetris L.,,Five Stars,1448928000,True,,Industrial_and_Scientific
B01ATL97U8,,5,Just the perfect size for my need.,"02 3, 2018",AI9ISIZFP5L5I,Tuan,,Five Stars,1517616000,True,,Industrial_and_Scientific
B005ZQ47AS,,4,"Probably the nicest Geiger counters you can get for the price. Acquisition is fairly slow and the interface is a tad clunky, but it is not difficult to figure it all out. The styling is cheap, but then, it's not exactly a fashion accessory. It is not particularly rugged, so you don't want to drop it on the ground or expose it to elements.

But before you buy, make sure that the upper range of the unit (9.99 uSv/h) fits your intended use. If you are interested in testing foods and detecting other weak sources of radiation, it may fit the bill. On the flip side, if you are buying it to be able to assess the consequences of a major nuclear accident nearby, you may find it the device to be inadequate, since it maxes out at a level that can be still pretty safe for extended periods of time. At 9.99 uSv/h, you're still under 90 mSv after a full year, and that probably won't even increase your cancer risk, let alone causing more serious effects.

So, if you're crossing a post-apocalyptic radioactive wasteland, and want to be able to tell mildly radioactive spots from the ones that can kill you in a matter of hours or days, this is not the tool to have in your bag. Radex One and Radex RD1212 units go all the way up to 999.9 uSv/h and may be a better deal in that sense (although even 999 uSv/h is not immediately life-threatening).","01 29, 2017",A3SPOFD5GNBH6B,one bad cat,,Really depends on what you need it for. Hardcore preppers probably want to keep looking.,1485648000,True,28,Industrial_and_Scientific
B000SN6GES,,5,As advertised. Many uses.,"04 13, 2017",A38G336QQATOJZ,Hoang,{'Color:': ' Clear'},Five Stars,1492041600,True,,Industrial_and_Scientific
B00DMI632G,,1,"Not very accurate.  Fun to use as a toy, but no real use for grilling or cooking.","06 13, 2017",A2C8XIPNAT04JW,ZimA,{'Style Name:': ' lasergrip 1080'},Fun to use as a toy,1497312000,True,,Industrial_and_Scientific
B0018ACR6G,,5,Very helpful in lating out machine work,"12 27, 2016",A2ZNEHPP577SMB,Rich in NH,"{'Size:': ' 4 oz.', 'Color:': ' Blue'}",Very helpful,1482796800,True,,Industrial_and_Scientific
B000BO9CJ0,,5,"Older faucets often had 3/8 connectors, but newer ones usually have 1/4.  So, when you replace a faucet you are likely to need a couple of these.  These are well made and haven't leaked.  I hate plumbing, but I did like these parts.","06 14, 2016",A12O5SEIF162P8,William A. Nolan,"{'Size:': ' 3/8"" x 1/2""', 'Number of Items:': ' 1'}",Just what you need to connect that new faucet.,1465862400,True,,Industrial_and_Scientific
B01G2MOF82,['https://images-na.ssl-images-amazon.com/images/I/81EXNlVgxaL._SY88.jpg'],5,"This is exactly what I needed.  It works great for popping prints off build plates.  Yes, I realize it's just a re-purposed cake icing knife, but those were the same price or more so ... whatever.

The only slightly critical thing I can say is it is blunt.  However if you're in possession of more than 3 brain cells, you'll simply sharpen it like any other knife and then it works great for sliding right under your prints.

Blade length is the advertised 7"" despite what some reviewers might say (see my pic).  And the tang goes down halfway down the hilt as you can clearly see by the placement of rivets and the split in the hilt visible in vendor's photos.","04 22, 2017",A1JT1Y2KMTNDDR,JP,,It works great for popping prints off build plates,1492819200,True,2,Industrial_and_Scientific
B0051QUOO0,,5,good selection,"01 5, 2017",A1O3IFGYJIV9OR,JANA,{'Size Name:': ' 1 Pack'},Five Stars,1483574400,True,,Industrial_and_Scientific
B007FER2IW,,5,Good deal for the price.,"11 4, 2015",A2T85KZM73MGH8,Floyd C. Mckenney,,Sanding or Shaping,1446595200,True,,Industrial_and_Scientific
B001J5BEQY,,4,"Lascar EL-USB-2-LCD Humidity, Temperature and Dew Point USB Data logger works well enough for our purposes. We needed a way to track temp and humidity in several rooms that contain electronics and computer equipment, including a machine room with a rack full of fiber channel RAID drives. Press the button on the data logger and the LCD displays the current temperature. Consecutive button presses display the current humidity, highest temperature, lowest temperature, highest humidity and lowest humidity. That part is easy and works well for the session (hours, days, etc.) while you are logging data in one area.

Lascar uses EasyLog software that works with Windows only. We use Macs, so we run their software in a Windows 7 virtual machine on the Mac using VMware Fusion 4. EasyLog is not very full-featured, and it lacks some features we wish it had. Before you can use the data logger, you must first connect it to your computer and set preferences in the software.

Once setup is finished, unplug the USB and place it in the room of your choice to begin logging. When you are ready to stop logging, plug the USB into the computer and launch EasyLog again. You will be able to save the file for later reference, or you can export to Excel, but you must have Excel installed, or the software will not allow you to save an XLS file. This is a disadvantage for anyone who does not have Excel on their PC, but who would like to export an XLS file for use elsewhere, such as on their Mac or another PC.

The EasyLog software generates a chart that graphs temperature, humidity, and dew point, each in a different color, over the span of time logged by the device. As you move your cursor across the graph, a tiny readout at the bottom of the chart displays values in whole numbers. You can zoom in to get more detail on any part of the graph.

There is no provision for saving a screenshot or a PDF of the graph or a zoomed section of it. The native file can only be read by EasyLog. You can print a copy of the graph, but I'd prefer to save a PDF (not an option in their software). The previously mentioned ability to export to Excel is the only other option.

Since the LCD can display highest and lowest values, you might think the EasyLog chart would display the peaks, but it does not. You can mouse around looking for them, but a print out does not list them. A chart of a day or more will not be granular enough for you to accurately determine values in a print out.

By the way, once you've connected the wand to the computer and started the software, the data will be erased from the wand. We try to remember to manually record peak values from the LCD before connecting to the PC. When you're finished saving the graph in EasyLog, you might think you could just unplug the device and be ready to start your next logging session, but you'd be wrong. Before you can begin a new session of logging data, you must step through several screens of the software's setup menu again and answer the same questions each time. EasyLog does not remember all of your preferences from session to session. For example, we like to start the logging session when the single button on the wand is pressed, but we have to select this option each time since it is not remembered. Even though we never set ""alarms"" we still have go go through that part of the preferences each time. The software is a little dumb, but I like the device, so I took off one star for the software's maddening limitations.

This last point may be a plus for left-handed users, but right-handed users will notice the LCD display is upside down if you hold the wand in your right hand. Oh, well. I guess you can please some of the people some of the time, but you can't please all of the people all of the time.","06 29, 2012",A2XZSIQRD3Q6GF,Summer,,Lefties - This One's For You,1340928000,True,,Industrial_and_Scientific
B00837ZGRY,,5,Using it in the kitchen to test grease temps when frying on the stove. Works great and keeps us from burning/smoking the frying oil.,"12 9, 2015",A1O8BS2HKE5Y0O,K. Benoit,{'Style Name:': ' lasergrip 774'},Temp Check,1449619200,True,,Industrial_and_Scientific
B01EN0Y1KC,,5,Great boxes,"11 28, 2016",AHAW9PMTYGDT7,Chris Ruggiero,"{'Size:': ' (001) 3"" x 3"" x 2""', 'Color:': ' Kraft'}",Five Stars,1480291200,True,,Industrial_and_Scientific
B00QRELG56,,5,"These gloves are the best. They come up further on the wrist than other gloves, so give greater protection. Very sturdy. My favorite gloves for FirstAid/CPR work. They run small, so better to buy one size larger than you would normally. I have XL hands, and found their XXL size works best for me.","12 12, 2016",A3F395SY779AA2,KLC108,{'Size:': ' XX-Large'},These gloves are the best,1481500800,True,,Industrial_and_Scientific
B00657P0MA,,5,This is a very well-made stand.  The base is cast iron and the rod is steel.  You would really have to try to damage this to actually hurt it.,"08 28, 2015",A2MD1C2N050EWT,Ron Morgan,,Super quality stand,1440720000,True,,Industrial_and_Scientific
B01DOZ5AA2,,3,"Generally I love almost anything Burberry, and for the price of Mr. Burberry I expected the scent to last a bit longer than it does. It does smell great once applied and has a citrus/woodsy scent. The bottle is also attractive and the bow really does give it a bit of sophistication. It's great for a night out but I wouldn't buy if you're planning on wearing it all day.","04 13, 2018",A2K75QOCP9ZHSL,A. John,,Scent isn't as long lasting as we'd like,1523577600,False,,Luxury_Beauty
B0015ZC1CY,,5,"This formula is a bit stronger than the usual mario badescu enzyme cleansing gel that I use, but it's a nice change. It's thorough and refreshing and does not dry out my skin.","08 24, 2017",A15TT902PJFJ9C,Nancy D,{'Size:': ' 16 oz.'},"A nice change, effective",1503532800,True,,Luxury_Beauty
B013I5DGAO,,3,Pretty much for the teenagers who want wicked sparkle eyes or to reflect oncoming traffic lights into the night so they don't get hit.  WOW.  Might be able to use it up for Halloween.,"09 25, 2015",A1OMXVXXP07F05,D. Couse,,Eye shadow for Halloween.,1443139200,False,,Luxury_Beauty
B016FD2QH0,,4,"This is a nice serum that goes on nicely without feeling oily or greasy. One pump a day is all you need for good coverage. There is a light odor but it is not unpleasant and it fades quickly. The bottle attractive and the swirl adds some visual appeal as well. The product instructions printed on the bottle are very small and light purple colored, making them very, very hard to read without a magnifying glass. I can't really tell if the product is doing much that it advertises or not either, but I'm going to give it more time to see. Regardless, it certainly can't hurt to give it a try to see if it works for you.","06 23, 2016",A3G007LQX6KGOD,SevereWX,{'Size:': ' 1 Fluid Ounce'},Meaningful Beauty Creme de Serum,1466640000,False,,Luxury_Beauty
B00LIXT0M2,,5,"This spa-powered clay mask treatment is soothing and refreshing to use as you spread a thin layer all over your face and leave it on for 5-7 minutes and I even left it on for over 15 minutes at times. I used it twice a week and it smoothed out my skin by sloughing off the dead cells and scrubbing my skin clean and left it feeling smooth and clean.
I loved the feel of my skin as it was soft and it helped reduce my blocked pores on my nose. I did use a simple gel cleanser to help remove it completely.","12 3, 2014",A16WPA6JV83YXT,Sandra Trolinger,{'Size:': ' 2.3 oz.'},Pricey but luxurious and a jar goes a long way as you only use a thin layer twice a week,1417564800,False,,Luxury_Beauty
B00JR67PU6,,5,"Great eyeliner, smooth even application that lasts all day. It also blends easily and I'm very pleased with how well it defines my eyes. Also, as someone who is sensitive to make ups - this is non-irritating.","01 1, 2015",A6X1O3A5C5FX1,Jane Smith,{'Color:': ' Shade 01'},"Great eyeliner, smooth even application that lasts all day",1420070400,False,2.0,Luxury_Beauty
B00EXW53LW,,2,"I love wearing makeup and are always trying new products in the market. I had tried other cream eyeshadows before and they seemed to disappear in a just a few hours. I had hoped that the marketplace had a longer lasting eyeshadow and I thought that with the high price that this might be it. I was completely disappointed in that the eyeshadow lasted less than a couple of hours. The color was beautiful and if you are only going out for a very short time you might want to consider this eyeshadow although the price is way too high.

I cannot recommend this product as it does not last and it is very expensive. The only thing was that the color was very pretty.","04 24, 2014",A2CF66KIQ3RKX3,Vivian Deliz,{'Color:': ' Baroque'},Does not last,1398297600,False,3.0,Luxury_Beauty
B0001EL9BO,,5,This base is perfect in every way. It minimizes pore size. Complete coverage with one pass of the brush! I love it!!!,"10 8, 2015",AWP3OETSAYH0V,diana,{'Color:': ' Light Beige'},This base is perfect in every way,1444262400,True,,Luxury_Beauty
B00172JYM0,,4,My skin really likes this oil. I applied a few drops to my face and within a minute or two it was absorbed. After that I put on my regular night cream and my skin was happy and moisturized. The oil is a little thinner than I expected(messier) but otherwise I will continue to use it and update my review.,"09 10, 2016",A1DQHS7MOVYYYA,H.F.,,So moisturizing!,1473465600,False,,Luxury_Beauty
B00014GT8W,,5,"Wow I love this stuff! I thought this would be too dark for me, but once I applied it, it matched in my skin and was perfect! I love that this has spf so I don't have to worry about the sun too!
I was a bit confused when I first opened it and saw it was solid!! But then I read the instructions that say to put some on the back of your hand and rub in and voila! It turned it softer so I could apply to my face! :)
I think this color will be too dark for me in the winter as I get so pasty white! But for my tan skin in the summer it works! And it stayed on all day!","06 27, 2017",A28QX31TCIRZF6,Dawn Armstrong,{'Color:': ' 40W Caramel Beige: For medium skin tones with a neutral undertone'},Nice coverage!,1498521600,False,,Luxury_Beauty
B00172JYM0,,5,leaves the skin soft without the excess oil.,"07 12, 2016",A1LS4HTJAXVI8B,Samantha Pittman,,Five Stars,1468281600,True,,Luxury_Beauty
B000142FVW,,4,"More bubblegum pink than expected, but still a nice, bright mod pink. I received compliments from my coworkers, too.","09 6, 2017",A3BM33D682B9XV,Sasha McKinley-Yunker,{'Color:': ' Mod About You'},"but still a nice, bright mod pink",1504656000,True,,Luxury_Beauty
B000GEJQKK,"['https://images-na.ssl-images-amazon.com/images/I/71cGal6kvzL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71sLcQTYPwL._SY88.jpg']",2,"I have used LA Medical, IS Clinical, Pharmagel, Skin Ceuticals, and a variety of other luxury brands, currently and in the past. As well as formulated my own after extensive study in cosmetic chemistry, herbalist, formulation and clinical aromatherapy.

After trying for a week, I didn't notice much difference.  Just a few notes about some ingredients, many of which can be found in most face moisturizers.

Moisturizes / hydrates / protects due to the Glyceryl Linolenate, Amaranthus Caudatus Seed Extract, Glycerin, Shea butter, and Mango butter)

Goes on smooth and skin conditioning and (Pentaerythrityl Tetracaprylate/Tetracaprate, Oleanolic Acid, Cetearyl Ethylhexanoate, sage and rosemary leaf extracts)

Slightly fragrant (mainly due to Fragrance Parfum, Linalool, Limonene, Coumarin, and Geraniol)

Use of Artemia Extract (zooplankton-extracted from brine shrimp), is becoming popular for anti-aging creams. First, its animal based. Second, used to protect skin from extreme thermal stress like cold temperatures or UV Rays. Third, there is really little to no information on it other than it appears to be in a few luxury products.

Most of the other ingredients include emulsifiers, preservatives, chelating agents, antioxidants, anti-aging, etc.

Now, about the use of parabens, I would expect given the trend of moving away from these types of preservatives that a product of this price and quality would approach a more main stream stance of replacing them.

Just a bit odd for me that the ingredients on the box don't match what is on the website. For example, the box states it contains Methylparaben, butylparaben and proxypaparben while the website states Methylparaben and Ethylparaben.

Over, its a very nice moisturizer and hydrating facial cream, but at the price point of $365 for 1.7oz, it is very over priced compared to other facial creams and ingredients in the luxury category. And the environmental working group database did not give it high marks due to use of ingredtnts such as Fragrance, Triethanolamine, BHT, Polyacrylamide, Phenoxyethanol, and Methylparaben.","05 4, 2018",ARTHSLN5BW5PW,Parker-Moore Family,,"Decent moisturizer, animal based ingredient, use of paranens, overpriced",1525392000,False,,Luxury_Beauty
B00172JYKW,,5,Love it ..super light for the day. Only downfall no SPF.,"07 12, 2016",A1LS4HTJAXVI8B,Samantha Pittman,,Five Stars,1468281600,True,,Luxury_Beauty
B00IBDCYVQ,,3,"This moisturizing SPF 30 Suntan lotion is not only rated to protect from the sun but I definitely felt moisturized after using it. I also did not have any bad skin reaction.

We haven't had much sun here yet so I assume the protection stated is correct. I really love the product but not the packaging or price. This smelled like typical suntan lotion without any added fragrance.

There are two negatives for me.

- First, the current price of $56.00 is expensive. Previously, I purchased two $55 SPF face creams in the past and I paid the high price because I could use it on my entire face, including my eyelids. This product requires you avoid the eyes and also avoid any broken skin. If I could use this in the eye area as well, then I would not balk about the price.

- Second, I do not like the pump tube because it takes a lot of pumping action to dispense the necessary amount of product. Also, I always feel there is wasted product left behind once I get to the end.

Despite the above, this moisturizing suntan lotion felt good on my skin.","01 31, 2017",A3D9NUCR4RXDPY,Kathleen San Martino,,This moisturized my skin while it is rated to protect me from the sun but I don't like the pump,1485820800,False,,Luxury_Beauty
B00014351Q,,4,I agree with other reviewer it's not as bright as I had pictured this to be. Still I will wear once I get a tan .I think the color will stand out more. Mine looks on the peach side some say pink but I didn't see that.,"05 25, 2016",AENH50GW3OKDA,K,{'Color:': ' Got Myself into a Jam-balaya'},Not as bright,1464134400,True,,Luxury_Beauty
B002HG7NX2,,5,"This is a great SPF 300 concealer. Great coverage, lasts long. This color is a bit darker than it looks in the picture. Great for highlighting too!","06 28, 2017",A2XM8DATMUZHE6,T fisherwomen,{'Color:': ' 60W Brown: For tan skin with warm undertones and a hint of red brown'},Highly recommend.,1498608000,False,,Luxury_Beauty
B01ELVM4C0,,4,"Seriously, I love the smell of this hairspray. It's fantastic. I know the fragrance is called Sweet Tobacco but it definitely doesn't smell like cigarettes. To me, it smells like Old Spice cologne with good pipe tobacco. Clearly scent is a subjective thing so your mileage may vary but I love this stuff.

It comes in a very masculine looking can, which may or may not matter to you. However, even the most manly man won't mind having this out on his bathroom counter.

The hairspray itself is what I would call a light hold. Spray it once and your hair won't be stiff and it will be held in place for the day in indoor conditions. You'll need to spray it again and maybe even 3 times to get the kind of hold that will stand up to windy conditions and even then, this won't give you unmovable helmet hair. Since my guys prefer a light hold, this is great for them. And all of the men in my family really like the smell.

I suppose a woman could also use it but the scent is decidedly masculine. I'm focusing on the scent because that is really the only reason to pay this much for a can of hairspray. This is more than 4 times the price of the brand we normally use so it's not something my guys will use on a daily basis. But for date night or a big event? Think of it as cologne that keeps your hair looking good.","10 12, 2016",A1FDSZISWIXH1A,Terry,,Smells divine,1476230400,False,,Luxury_Beauty
B001NJGARY,,5,Very nice flat iron.,"02 8, 2016",A152TZLTJNQNBA,Bobby,"{'Size:': ' 1-1/4""'}",Five Stars,1454889600,True,,Luxury_Beauty
B0006PLMFQ,,5,"Shipped on time, item exactly as described. I love this color on my nails. Perfect summer color to wear. Also love the shimmer.","06 22, 2014",A2EDXS7VPY7L8Q,Jeannette Reyes,,Loving it!!,1403395200,True,,Luxury_Beauty
B00D9I9WU4,,2,"Very simply put, this product while seemingly making my lips more ""smooth and moist"" is so ridiculously overpriced, it is the epitome of the make-up industry pushing overpriced, make you feel younger, make you look younger products on the population.  Not to mention, if the opposite sex, or same sex for that matter is looking at your lips to determine the viability of a long lasting relationship, then you know what, move along from that individual.  You lips, should be the LAST thing anybody is concerned about considering anti-aging.  How about you handle those sagging eye lids, or wrinkles around your mouth, face, neck, forehead, whatever.

For the current price of nearly $85, you get just over 1/2 TBS.  Yes that is correct.  You get the luxury of paying $85 for a company that sends you just over 1/2 tablespoon of product.  Think about that.  Go look at your measuring spoons, pull out the 1 TBS and 1/2 TBS and figure you are getting something in between those two amounts for $85.

Honestly, my Burts Bees, or some other higher end lip product will make your lips feel just as good.

I seriously can't imagine anyone paying $85 for such a small amount of product and thinking that perhaps the smallest surface area on your face (your lips) are even in the conversation of anti-aging products to make you look and feel better.","03 18, 2016",A1OMXVXXP07F05,D. Couse,,You have got to be kidding me.,1458259200,False,,Luxury_Beauty
B00W4XMEXC,,5,"Baxter of California is my go-to product for skin and personal care. The quality of this stuff really justifies the price. This item would make a perfect holiday gift for the man in your life (or the men, no judgment here). Whatever ingredients they use, it feels great on the skin and has little to no aroma (if there's any at all, it's simple, clean, and masculine).","11 19, 2016",A2XAQOWHRPY98K,Rick R. Reed,,Really Good Stuff!,1479513600,False,,Luxury_Beauty
B01G2KWBZS,,4,"This light foam makes my skin feel clean without feeling dry. I just had a facial peel and am happy to have this product to keep up the maintenance. It is not overly perfumy. If your face gets too dry with soap, you may want to give this a try. This is made for oily skin, so I only use it in the morning when I feel kind of greasy. if you have super dry skin, this foam may not be for you.","08 15, 2017",A1DH3QDZX8Z7GO,Charlemagne ,,Light and airy,1502755200,False,,Luxury_Beauty
B003OGV7UO,,5,"Pretty color, kind of a dusty rose. Shipped quickly, received in 2 days.","11 1, 2015",A1YAHF2E2MWR4P,Susan 22,{'Color:': ' Rose Bud'},Five Stars,1446336000,True,,Luxury_Beauty
B002K6AHQY,['https://images-na.ssl-images-amazon.com/images/I/71hYtMMQ9sL._SY88.jpg'],4,"Beautiful color but it took 3 coats to get an even and opaque look. Per directions, used scrubfresh first and finished with the weekly top coat, but lasted really well. Two pictures - one right after application, and second after 7 days. Pretty good after 7 days (see attached picture), although my thumb and first finger show a little wear on the edges, but for 7 days of cooking, cleaning, and gardening, pretty good! Not as shiny or strong as shellac, but then again, it removes like traditional polish and the whole process is SO much easier/faster than shellac, so its a fair trade off. Would purchase again in different colors.","04 23, 2015",AR8TLB6QXH1W1,Chelsea W.,{'Color:': ' Butterfly Queen'},Good for regular polish,1429747200,True,9.0,Luxury_Beauty
B000VTRJTU,,5,If you are going to use any heat on your hair -- blow dryer -- hair iron -- you should first coat your hair with this product.  It will protect your hair and give you great body and shine.  I use it even when I don't use heat on my hair.  It gives my hair a silky smooth feel..  Love it.,"08 9, 2016",A339NZQKH84XZG,Book Czar,,Love This Product,1470700800,True,5.0,Luxury_Beauty
B000I2XL88,,4,"Very nice products in an elegant presentation.  I don't know how many guys would buy this set for themselves, but I bet most non-electric aficionados would enjoy it as a gift.  The lavender scent is not overwhelming, very soothing.","02 6, 2015",A2BVNVJOFXGZUB,J. Howard,,"An unusual, elegant gift",1423180800,False,,Luxury_Beauty
B01BTWDRN4,,5,"This has a very light texture like a lotion, not a cream consistency. It has a slight smell of the benzoyl peroxide. It absorbs really fast, and after a minute or two you feel the tingling/burning sensation on your skin--for my wife it was about a 5 minute long sensation. Obviously different skin types may react differently, but it doesn't leave her skin red like some other treatments. She has tried using 10% creams in the past, but they are too strong and cause a bad skin reaction and redness. This 5% mixture is the right balance for her skin. Compared to other benzoyl peroxide acne treatments, this does not dry your skin that much, but still is effective at reducing the acne. It gave noticeable results and clearer skin after just 1 week. The downside of this cream, like others, is that it increases your sun sensitivity, so you may need to take extra precautions to protect your skin. Of all the acne treatments my wife has used (at least a half dozen brands), this is the most effective she's used yet. However, if she stopped using it for a day or two, the skin condition regressed. But she was extremely satisfied with the results. A minor caution while using benzoyl peroxide treatments, they can discolor fabrics, like pillow-cases, so use a cheap one!
Another acne treatment with similar results but that doesn't affect sun sensitivity so much is the Skinoren brand with Acidum Azelaicum 200mg (20%). But this cream is mostly available in Europe; I have not found it in the USA yet.","02 6, 2017",APD7XINUVG5AL,Rivendell,,Best acne treatment she's used,1486339200,False,,Luxury_Beauty
B015NW2D0E,,5,"Four half ounce jars of Baxter Of California pomade come in this Pomade Mixer Kit. The four small jars cost more than one of their large (two ounce) jars of pomade. Despite the price difference, the kit could be viewed as a savings if someone is unfamiliar with, or wants to try different types of, pomade. DH has been getting Baxter Of California Hard Water Pomade for years. Had we not received the kit, we wouldnt have learned that Clay Pomade is a good option when a longer, harder hold is needed. Determining this with the four small jar kit is certainly be less expensive than purchasing four full sized jars to realize the same. A Baxter Of California video clip demonstrates how the individual benefits of the Hard Water and Clay and using them mixed together. If you, or someone you know, uses a different brand pomade, this would be an ideal kit to get or give. It provides the ability to determine which types are preferred and is an introduction to the Baxter Of California line. I appreciate that the jars are presented in a window box thats ready to be wrapped.","11 17, 2016",A28I98PKHZZKVB, S.Trasny,,An Intro To Pomade,1479340800,False,,Luxury_Beauty
B00W4XMEXC,,4,"I have been using BoC products for a few years now.  I really like this pack.  The deodorant smells great.  I use it in conjunction with a nighttime product and the combo keeps me dry all day.  I have semi-oily skin and the lotion does leave my face looking a bit greasy by the end of the workday, but YMMV.  It moisturizes really well so I still tend to use it quite a bit.  I have several clay/wax/pomades and the included clay pomade has made it into my rotation.  I have fine hair and I have found this one is best applied to damp hair then I use the hair dryer to work it through my hair and give it some hold.","11 14, 2016",A3P8N3YORM08CA,Jay,,"Nice kit, all products work well",1479081600,False,,Luxury_Beauty
B01D3ESU88,,4,"Meaningful Beauty Wrinkle Smoothing Capsules contain a white, silky serum that's supposed to improve the appearance of facial expression lines. I'm in my 50's and have sensitive skin that tends to get really dry. I apply this serum all over my face and neck, but I first concentrate on problem areas on my forehead and around my eyes and mouth. This serum isn't greasy and my skin absorbs it quickly. I apply my face cream after (like I do after applying any face serum) and then apply my makeup with no issues. The biggest benefit so far is that this serum makes my skin feel really soft and smooth.

This serum adds some hydration but isn't as soothing or hydrating for my dry skin as my favorite serums. I don't notice any immediate plumping or improvement in the appearance of my fine lines. Still, this product has a pleasing feel and nice attributes- it's non irritating, has no added fragrance (hard to find) and no parabens (a controversial preservative). It also has ingredients that sound good quality like melon fruit extract, olive oil, jojoba seed extract, sunflower seed oil and more. I like this serum enough to use all 60 capsules and see if I notice any visible improvement in the long term.

I really like the capsule delivery system. I find them easy to gently twist open and squeeze to get all the product so none is wasted. The product is fresh and free of bacteria that gets into a product from dipping into a container with a finger (as most of us probably don't use a spatula). Plus, the product is pre measured and is the perfect amount for one application. I also like knowing how many applications are left-a guessing game with a serum pump. In short, I like the capsules, the serum quality and how smooth the product makes my skin feel. So far, it doesn't seem quite hydrating enough for my dry skin-but it is likely to suit those with less dry skin. I'm hoping for some longer term benefits, but can't judge them until I use all 60 capsules. I'll update as appropriate.","01 1, 2017",A2L6BT1PVV9YN0,Robin,,Good Quality Serum That's Non Irritating To My Dry Sensitive Skin And Makes My Skin Feel Soft But Not As Hydrated As I Like,1483228800,False,4.0,Luxury_Beauty
B00J9JOV9O,,4,"This does a nice job minimizing the occasional dark circles under my eyes. It blends and absorbs easily and is gentle on my sensitive skin. There is no greasy feeling and it stays in place all day. It has a flexible applicator that makes it easy to get the cream under my eyes, but I haven't been able to use it to blend it in all the way and still resort to finishing it off using my fingers.

I don't see much in the way of anti-aging as there are still fine lines in my skin. To be fair, I didn't expect any anti-aging miracles as I'm well beyond the ""early signs of aging"" and into the ""visible signs"" category. Rather, I was looking for a good, lightweight cream concealer to brighten up my eyes, and this does the job nicely.","12 13, 2015",A1IDWUYX4QXTUE,Leslie,,Lightweight concealer brightened up my eyes,1449964800,False,,Luxury_Beauty
B00KWHATEI,,3,"The picture makes the palette seem larger than it actually is.  The circles are small so there's not that much product in it.  The ""fair"" color is actually a deeper hue from the fair skin I have, so it did appear as though I had a tan.  The concealers are very creamy and do need to be blended well. I used a wedge to blend. I would definitely need a lighter shade to blend with my skin tone.","08 11, 2014",A23WE733QT4WGJ,Amazon Customer,{'Color:': ' Fair'},The picture makes the palette seem larger than it actually ...,1407715200,False,2.0,Luxury_Beauty
